Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015,Rate_per_10000_population,Rate_ratio_NZ_average_rate,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
552702,Kaimata,5,2910,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,33,New Plymouth District,7,Taranaki 
527123,Kainui,5,2960,17,0.3,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
599400,Fraser Park,5,2980,17,0.3,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
566900,Totara Park,5,3000,17,0.3,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
518102,Sherbourne,5,3070,16,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
511602,Glendene South,5,3100,16,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
536515,Pacific View,5,3110,16,0.3,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
589200,Bryndwr,5,3150,16,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
607300,Clutha,5,3320,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural,72,Clutha District,14,Otago 
587100,Malvern,5,3450,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,62,Selwyn District,13,Canterbury 
568101,Tawhai,5,3460,14,0.3,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
587304,Oaklands East,5,3530,14,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
563300,Aokautere,5,3550,14,0.3,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
575000,Karori East,5,3700,14,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
576002,Island Bay East,5,3710,13,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
508110,Seacliffe,5,3740,13,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
563706,Waikanae West,5,3840,13,0.2,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
574100,Raroa,5,3870,13,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
592100,Strowan,5,3980,13,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
600826,Maheno,5,4070,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,68,Waitaki District,14,Otago 
516602,Kohimarama East,5,4100,12,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
581833,Motueka Outer,5,4220,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,51,Tasman District,16,Tasman 
581210,Springlands,5,4410,11,0.2,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
588101,Redwood North,5,4430,11,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
575100,Karori South,5,4480,11,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
521132,Hunua,5,4630,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
518902,Lynfield South,5,4770,10,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
576800,Hataitai North,5,4790,10,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
522810,Pakuranga North,5,4820,10,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
597730,Hinds,5,5030,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,63,Ashburton District,13,Canterbury 
501802,Opouteke-Tanekaha,5,5070,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
518302,Mt Eden South,5,5330,9,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
508610,Monarch Park,5,5360,9,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
522601,Bucklands and Eastern Beaches,5,5620,9,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
581836,Wai-Iti,5,5660,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural,51,Tasman District,16,Tasman 
537602,Pyes Pa,5,7040,7,0.1,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
538202,Sulphur Point,4,30,1333,25.5,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
611300,West Invercargill,4,130,308,5.9,24,Invercargill,Main ,75,Invercargill City,15,Southland 
567200,Maidstone,4,130,308,5.9,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
521114,Redoubt,4,220,182,3.5,101,Pukekohe,Secondary ,13,Waikato District,3,Waikato 
585325,Haast,4,260,154,2.9,502,Rural (Incl.some Off Shore Islands),Rural,57,Westland District,12,West Coast 
579100,Masterton Railway,4,290,138,2.6,109,Masterton,Secondary ,48,Masterton District,9,Wellington 
600840,Hampden,4,300,133,2.5,501,Rural Centre,Rural,68,Waitaki District,14,Otago 
541334,Tatua,4,330,121,2.3,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,3,Waikato 
567901,Cloustonville,4,410,98,1.9,502,Rural (Incl.some Off Shore Islands),Rural,45,Upper Hutt City,9,Wellington 
542901,Te Kaha,4,410,98,1.9,501,Rural Centre,Rural,27,Opotiki District,4,Bay of Plenty 
543303,Tokomaru Bay,4,410,98,1.9,501,Rural Centre,Rural,28,Gisborne District,5,Gisborne 
578100,Eketahuna,4,440,91,1.7,501,Rural Centre,Rural,41,Tararua District,8,Manawatu-Wanganui 
601605,Warrington,4,460,87,1.7,501,Rural Centre,Rural,71,Dunedin City,14,Otago 
549000,Takapau,4,530,75,1.4,501,Rural Centre,Rural,32,Central Hawke's Bay District,6,Hawke's Bay 
500401,Kaeo,4,530,75,1.4,501,Rural Centre,Rural,1,Far North District,1,Northland 
543602,Te Karaka,4,540,74,1.4,501,Rural Centre,Rural,28,Gisborne District,5,Gisborne 
500600,Rawene,4,540,74,1.4,501,Rural Centre,Rural,1,Far North District,1,Northland 
542511,Orini,4,560,71,1.4,104,Whakatane,Secondary ,25,Whakatane District,4,Bay of Plenty 
532904,Manunui,4,580,69,1.3,220,Taumarunui,Minor ,36,Ruapehu District,8,Manawatu-Wanganui 
542000,Matata,4,670,60,1.1,501,Rural Centre,Rural,25,Whakatane District,4,Bay of Plenty 
607900,Ranfurly,4,710,56,1.1,501,Rural Centre,Rural,69,Central Otago District,14,Otago 
609031,Outer Wakatipu,4,740,54,1.0,502,Rural (Incl.some Off Shore Islands),Rural,70,Queenstown-Lakes District,14,Otago 
541317,Rangatira Park,4,780,51,1.0,103,Taupo,Secondary ,21,Taupo District,3,Waikato 
503200,Riverside,4,790,51,1.0,1,Whangarei,Main ,2,Whangarei District,1,Northland 
537800,Poike,4,800,50,1.0,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
544004,Tolaga Bay,4,830,48,0.9,501,Rural Centre,Rural,28,Gisborne District,5,Gisborne 
558500,Waiouru,4,840,48,0.9,256,Waiouru,Minor ,36,Ruapehu District,8,Manawatu-Wanganui 
603500,Woodhaugh,4,860,47,0.9,23,Dunedin,Main ,71,Dunedin City,14,Otago 
590506,Highfield Park,4,880,45,0.9,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
521160,Bombay,4,880,45,0.9,501,Rural Centre,Rural,76,Auckland,2,Auckland 
552001,Mount Bryan,4,910,44,0.8,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
580420,Omaka,4,920,43,0.8,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
598700,Washdyke,4,930,43,0.8,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
597400,Southbridge,4,940,43,0.8,501,Rural Centre,Rural,62,Selwyn District,13,Canterbury 
583500,Nelson Airport,4,960,42,0.8,21,Nelson,Main ,52,Nelson City,17,Nelson 
536651,Paengaroa,4,960,42,0.8,501,Rural Centre,Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
586112,Waikuku,4,990,40,0.8,501,Rural Centre,Rural,59,Waimakariri District,13,Canterbury 
531731,Waipa Valley,4,1100,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural,20,Waitomo District,3,Waikato 
546100,Westshore,4,1110,36,0.7,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
539000,Selwyn Heights,4,1160,34,0.7,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
604830,Broad Bay-Portobello,4,1170,34,0.7,23,Dunedin,Main ,71,Dunedin City,14,Otago 
542903,Cape Runaway,4,1170,34,0.7,502,Rural (Incl.some Off Shore Islands),Rural,27,Opotiki District,4,Bay of Plenty 
553003,Toko,4,1210,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,34,Stratford District,7,Taranaki 
586501,Clarkville,4,1240,32,0.6,22,Christchurch,Main ,59,Waimakariri District,13,Canterbury 
564510,Heretaunga,4,1260,32,0.6,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
553004,Pembroke,4,1270,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural,34,Stratford District,7,Taranaki 
580431,Spring Creek-Grovetown,4,1290,31,0.6,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
571000,Ranui Heights,4,1370,29,0.6,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
569800,Korokoro,4,1400,29,0.5,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
513431,Hobsonville East,4,1470,27,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
578302,Opaki-Fernridge,4,1480,27,0.5,109,Masterton,Secondary ,48,Masterton District,9,Wellington 
545721,Karamu,4,1480,27,0.5,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
505603,Riverhead Urban,4,1490,27,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
601603,Evansdale,4,1520,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural,71,Dunedin City,14,Otago 
564022,Otaki Forks,4,1560,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural,43,Kapiti Coast District,9,Wellington 
502001,Springs Flat,4,1610,25,0.5,1,Whangarei,Main ,2,Whangarei District,1,Northland 
506642,South Head,4,1610,25,0.5,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
581500,Kaikoura Rural,4,1620,25,0.5,502,Rural (Incl.some Off Shore Islands),Rural,54,Kaikoura District,13,Canterbury 
610210,North Gore,4,1640,24,0.5,301,Gore,Minor ,74,Gore District,15,Southland 
610020,Waikaia,4,1750,23,0.4,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
573901,Paparangi,4,1830,22,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
575902,Happy Valley-Owhiro Bay,4,1840,22,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
576700,Roseneath,4,1840,22,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
542540,Rotoma,4,1840,22,0.4,502,Rural (Incl.some Off Shore Islands),Rural,25,Whakatane District,4,Bay of Plenty 
526602,Te Uku,4,2010,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
527934,Rotoorangi,4,2020,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,17,Waipa District,3,Waikato 
586802,Oxford,4,2100,19,0.4,280,Oxford,Minor ,59,Waimakariri District,13,Canterbury 
513702,Waitakere,4,2120,19,0.4,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
527700,Kihikihi,4,2130,19,0.4,8,Te Awamutu Zone,Main ,17,Waipa District,3,Waikato 
581723,Saxton,4,2140,19,0.4,21,Nelson,Main ,52,Nelson City,17,Nelson 
501811,Waiotira-Springfield,4,2140,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
506652,Rewiti,4,2170,18,0.4,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
580300,Renwick,4,2230,18,0.3,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
527111,Whitikahu,4,2290,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
610602,Waikiwi,4,2420,17,0.3,24,Invercargill,Main ,75,Invercargill City,15,Southland 
571502,Papakowhai South,4,2530,16,0.3,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
597509,Rolleston North East,4,2570,16,0.3,300,Rolleston,Minor ,62,Selwyn District,13,Canterbury 
581715,Ngawhatu,4,2570,16,0.3,21,Nelson,Main ,52,Nelson City,17,Nelson 
560422,Tokorangi-Hiwinui,4,2570,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,39,Manawatu District,8,Manawatu-Wanganui 
609023,Sunshine Bay,4,2590,15,0.3,117,Queenstown,Secondary ,70,Queenstown-Lakes District,14,Otago 
604611,Musselburgh,4,2750,15,0.3,23,Dunedin,Main ,71,Dunedin City,14,Otago 
569402,Belmont,4,2810,14,0.3,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
513012,Palm Heights,4,2820,14,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
535241,Karapiro,4,2830,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,17,Waipa District,3,Waikato 
521121,Patumahoe,4,2830,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
549200,Tikokino,4,2840,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,32,Central Hawke's Bay District,6,Hawke's Bay 
536203,Doncaster,4,2880,14,0.3,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
538000,Maungatapu,4,2900,14,0.3,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
551302,Waitara East,4,2960,14,0.3,247,Waitara,Minor ,33,New Plymouth District,7,Taranaki 
602500,Taieri,4,3010,13,0.3,502,Rural (Incl.some Off Shore Islands),Rural,71,Dunedin City,14,Otago 
566700,Maoribank,4,3060,13,0.2,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
541900,Ohope,4,3070,13,0.2,104,Whakatane,Secondary ,25,Whakatane District,4,Bay of Plenty 
578700,Masterton West,4,3090,13,0.2,109,Masterton,Secondary ,48,Masterton District,9,Wellington 
596102,Moncks Bay,4,3200,12,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
589800,Avonhead West,4,3240,12,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
597512,Springston,4,3270,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,62,Selwyn District,13,Canterbury 
597508,Rolleston Central,4,3270,12,0.2,300,Rolleston,Minor ,62,Selwyn District,13,Canterbury 
529401,Queenwood,4,3330,12,0.2,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
502202,Tikipunga East,4,3330,12,0.2,1,Whangarei,Main ,2,Whangarei District,1,Northland 
587845,Aidanfield,4,3370,12,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
511901,Kaurilands,4,3440,12,0.2,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
538732,Lynmore,4,3560,11,0.2,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
537202,Otumoetai South,4,3690,11,0.2,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
512600,Konini,4,3800,11,0.2,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
542530,Otakiri,4,3870,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,25,Whakatane District,4,Bay of Plenty 
569302,Maungaraki,4,3900,10,0.2,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
506901,Awaruku,4,3930,10,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
508220,Windy Ridge,4,3950,10,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
598313,Levels,4,4040,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,64,Timaru District,13,Canterbury 
604620,Vauxhall,4,4100,10,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
610700,Rosedale,4,4100,10,0.2,24,Invercargill,Main ,75,Invercargill City,15,Southland 
597506,Selwyn-Rakaia,4,4370,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural,62,Selwyn District,13,Canterbury 
510220,Birkdale South,4,4470,9,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
516202,Waiata,4,4500,9,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
574900,Karori Park,4,4570,9,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
516800,Glendowie,4,4590,9,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
506613,Tauhoa-Puhoi,4,4890,8,0.2,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
563200,Hokowhitu East,4,5320,8,0.1,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
516700,St Heliers,4,5380,7,0.1,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
513522,Lucken Point,4,5790,7,0.1,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
523114,Point View,4,5830,7,0.1,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
507200,Rothesay Bay,4,5880,7,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
508510,Forrest Hill,4,6200,6,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
528406,Rotokauri,3,170,176,3.4,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
545202,Frasertown,3,250,120,2.3,501,Rural Centre,Rural,29,Wairoa District,6,Hawke's Bay 
505803,Waiwera,3,330,91,1.7,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
513610,Massey West,3,380,79,1.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
581844,Tapawera,3,390,77,1.5,501,Rural Centre,Rural,51,Tasman District,16,Tasman 
613000,Stewart Island,3,400,75,1.4,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
545822,Omahu,3,410,73,1.4,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
561200,Himatangi Beach,3,440,68,1.3,501,Rural Centre,Rural,39,Manawatu District,8,Manawatu-Wanganui 
536512,Kairua,3,450,67,1.3,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
541345,Waitahanui,3,450,67,1.3,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,3,Waikato 
504400,Te Kopuru,3,510,59,1.1,501,Rural Centre,Rural,3,Kaipara District,1,Northland 
560900,Sanson,3,550,55,1.0,501,Rural Centre,Rural,39,Manawatu District,8,Manawatu-Wanganui 
607800,Roxburgh,3,560,54,1.0,501,Rural Centre,Rural,69,Central Otago District,14,Otago 
527923,Pokuru,3,560,54,1.0,502,Rural (Incl.some Off Shore Islands),Rural,17,Waipa District,3,Waikato 
578301,Homebush-Te Ore Ore,3,570,53,1.0,109,Masterton,Secondary ,48,Masterton District,9,Wellington 
563600,Waitarere,3,620,48,0.9,107,Levin,Secondary ,42,Horowhenua District,8,Manawatu-Wanganui 
504900,Kaiwaka,3,650,46,0.9,501,Rural Centre,Rural,3,Kaipara District,1,Northland 
582600,Maitai,3,660,45,0.9,21,Nelson,Main ,52,Nelson City,17,Nelson 
602421,Kaikorai Hill,3,670,45,0.9,23,Dunedin,Main ,71,Dunedin City,14,Otago 
569201,Melling,3,690,43,0.8,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
536505,Matapihi,3,710,42,0.8,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
545811,Tangoio,3,720,42,0.8,502,Rural (Incl.some Off Shore Islands),Rural,30,Hastings District,6,Hawke's Bay 
538864,Mamaku,3,740,41,0.8,501,Rural Centre,Rural,24,Rotorua District,4,Bay of Plenty 
501631,Okaihau,3,750,40,0.8,501,Rural Centre,Rural,1,Far North District,1,Northland 
542100,Taneatua,3,790,38,0.7,501,Rural Centre,Rural,25,Whakatane District,4,Bay of Plenty 
501000,Russell,3,790,38,0.7,501,Rural Centre,Rural,1,Far North District,1,Northland 
506655,Muriwai Valley,3,800,38,0.7,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
601200,Palmerston,3,840,36,0.7,501,Rural Centre,Rural,68,Waitaki District,14,Otago 
596901,Akaroa Harbour,3,840,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural,60,Christchurch City,13,Canterbury 
581832,Kaiteriteri,3,850,35,0.7,502,Rural (Incl.some Off Shore Islands),Rural,51,Tasman District,16,Tasman 
561813,Massey University,3,860,35,0.7,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
577700,Makara-Ohariu,3,880,34,0.7,501,Rural Centre,Rural,47,Wellington City,9,Wellington 
581841,Golden Downs,3,910,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,51,Tasman District,16,Tasman 
521000,Great Barrier Island,3,920,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
501615,Waitangi,3,920,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
585120,Blaketown,3,930,32,0.6,111,Greymouth,Secondary ,56,Grey District,12,West Coast 
501200,Haruru Falls,3,940,32,0.6,501,Rural Centre,Rural,1,Far North District,1,Northland 
535242,Hinuera,3,950,32,0.6,502,Rural (Incl.some Off Shore Islands),Rural,15,Matamata-Piako District,3,Waikato 
584600,Reefton,3,1010,30,0.6,275,Reefton,Minor ,55,Buller District,12,West Coast 
602422,Saddle Hill,3,1020,29,0.6,23,Dunedin,Main ,71,Dunedin City,14,Otago 
542421,Coastlands,3,1030,29,0.6,104,Whakatane,Secondary ,25,Whakatane District,4,Bay of Plenty 
535232,Tapapa,3,1030,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,19,South Waikato District,3,Waikato 
566302,Maungakotukutuku,3,1040,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,43,Kapiti Coast District,9,Wellington 
576302,Berhampore East,3,1060,28,0.5,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
535261,Lichfield,3,1070,28,0.5,502,Rural (Incl.some Off Shore Islands),Rural,19,South Waikato District,3,Waikato 
608303,Clyde,3,1090,28,0.5,501,Rural Centre,Rural,69,Central Otago District,14,Otago 
527221,Maramarua,3,1100,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
525202,Kawakawa-Orere,3,1100,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
592811,Burwood,3,1110,27,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
573802,Johnsonville East,3,1130,27,0.5,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
505601,Waimauku,3,1130,27,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
580448,Tuamarina,3,1170,26,0.5,502,Rural (Incl.some Off Shore Islands),Rural,53,Marlborough District,18,Marlborough 
581720,Hope,3,1210,25,0.5,21,Nelson,Main ,51,Tasman District,16,Tasman 
603210,Opoho,3,1230,24,0.5,23,Dunedin,Main ,71,Dunedin City,14,Otago 
503700,Parahaki,3,1250,24,0.5,1,Whangarei,Main ,2,Whangarei District,1,Northland 
585000,Runanga-Rapahoe,3,1260,24,0.5,111,Greymouth,Secondary ,56,Grey District,12,West Coast 
527915,Lake Cameron,3,1290,23,0.4,6,Hamilton Zone,Main ,17,Waipa District,3,Waikato 
565902,Otaihanga,3,1310,23,0.4,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
556300,Gonville East,3,1330,23,0.4,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
582401,Britannia,3,1360,22,0.4,21,Nelson,Main ,52,Nelson City,17,Nelson 
573523,Grenada Village,3,1370,22,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
538841,Golden Springs,3,1390,22,0.4,502,Rural (Incl.some Off Shore Islands),Rural,24,Rotorua District,3,Waikato 
580442,Waikawa,3,1410,21,0.4,268,Picton,Minor ,53,Marlborough District,18,Marlborough 
542550,Matahina-Minginui,3,1440,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural,25,Whakatane District,4,Bay of Plenty 
583400,The Brook,3,1500,20,0.4,21,Nelson,Main ,52,Nelson City,17,Nelson 
527922,Pirongia,3,1500,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,17,Waipa District,3,Waikato 
577601,Maupuia,3,1570,19,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
580450,Wairau South,3,1590,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,53,Marlborough District,18,Marlborough 
564012,Waiopehu,3,1630,18,0.4,107,Levin,Secondary ,42,Horowhenua District,8,Manawatu-Wanganui 
555400,Maxwell,3,1690,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,37,Wanganui District,8,Manawatu-Wanganui 
597300,Leeston,3,1700,18,0.3,283,Leeston,Minor ,62,Selwyn District,13,Canterbury 
610032,Chatton,3,1700,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,74,Gore District,15,Southland 
587846,Halswell Domain,3,1730,17,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
585802,Amberley,3,1760,17,0.3,307,Amberley,Minor ,58,Hurunui District,13,Canterbury 
543903,Wainui,3,1840,16,0.3,11,Gisborne,Main ,28,Gisborne District,5,Gisborne 
590504,Mairehau North,3,1900,16,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
604130,Kenmure,3,1900,16,0.3,23,Dunedin,Main ,71,Dunedin City,14,Otago 
587822,Templeton,3,1940,15,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
556600,Springvale East,3,1940,15,0.3,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
573600,Johnsonville North,3,1980,15,0.3,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
586900,Darfield,3,2070,14,0.3,281,Darfield,Minor ,62,Selwyn District,13,Canterbury 
542562,Urewera,3,2090,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,25,Whakatane District,4,Bay of Plenty 
595200,Hoon Hay South,3,2100,14,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
535220,Okauia,3,2100,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,15,Matamata-Piako District,3,Waikato 
597811,Allenton West,3,2170,14,0.3,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
571900,Plimmerton,3,2200,14,0.3,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
501818,Parua Bay,3,2200,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
589300,Holmwood,3,2210,14,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
527914,Ngahinapouri,3,2280,13,0.3,6,Hamilton Zone,Main ,17,Waipa District,3,Waikato 
513020,Opanuku,3,2280,13,0.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
541760,Richmond Heights,3,2310,13,0.2,103,Taupo,Secondary ,21,Taupo District,3,Waikato 
551501,Lynmouth,3,2330,13,0.2,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
567500,Poets Block,3,2350,13,0.2,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
545740,Haumoana,3,2350,13,0.2,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
571501,Papakowhai North,3,2360,13,0.2,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
527125,Eureka,3,2370,13,0.2,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
